epoch,accuracy,loss,val_accuracy,val_loss
0,0.4097222089767456,1.179672122001648,0.4722222089767456,0.9708110094070435
1,0.4375,1.0252044200897217,0.6666666865348816,0.7527675628662109
2,0.7638888955116272,0.6317866444587708,0.75,0.45107874274253845
3,0.8333333134651184,0.45535242557525635,0.8055555820465088,0.4589366912841797
4,0.8680555820465088,0.3050229847431183,0.8888888955116272,0.3538602888584137
5,0.7986111044883728,0.47375917434692383,0.8611111044883728,0.4438900947570801
6,0.875,0.2938578128814697,0.8888888955116272,0.21016444265842438
7,0.9027777910232544,0.29213961958885193,0.8055555820465088,0.5176442265510559
8,0.9027777910232544,0.2741674780845642,0.8888888955116272,0.18392665684223175
9,0.9652777910232544,0.12044216692447662,0.9166666865348816,0.0839603841304779
10,0.9791666865348816,0.05440160632133484,0.9444444179534912,0.09479209780693054
11,0.8958333134651184,0.4609226584434509,0.8611111044883728,0.376664936542511
12,0.8472222089767456,0.3298250734806061,0.8611111044883728,0.30144596099853516
13,0.9305555820465088,0.17715400457382202,0.9444444179534912,0.29190757870674133
14,0.9652777910232544,0.1118936538696289,0.9722222089767456,0.05165967717766762
15,0.9930555820465088,0.02128595858812332,1.0,0.007208625320345163
16,1.0,0.010598559863865376,1.0,0.008026409894227982
17,0.9930555820465088,0.010516618378460407,1.0,0.002764596836641431
18,0.9930555820465088,0.03383156657218933,1.0,0.0038250635843724012
19,0.9791666865348816,0.09077822417020798,0.8611111044883728,0.6432722806930542
20,0.9375,0.2350766956806183,0.9166666865348816,0.18107281625270844
21,0.9305555820465088,0.23639027774333954,0.9722222089767456,0.07437428832054138
22,0.9444444179534912,0.17429928481578827,1.0,0.015937816351652145
23,0.9791666865348816,0.07016245275735855,1.0,0.028657184913754463
24,0.9861111044883728,0.0510423518717289,0.9722222089767456,0.04982610046863556
25,0.9861111044883728,0.030369047075510025,1.0,0.021044589579105377
26,0.9791666865348816,0.03619571402668953,0.9166666865348816,0.3345905542373657
