
,1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,6,,,,,7,,,,,8,,,,,9,,,,,10,,,
,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis
0.31,2,9,0.16022800000000001,0.34070355986147549,,2,11,0.16022800000000001,0.41641546205291452,,2,5,0.16022800000000001,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,2,11,0.16022800000000001,0.41641546205291452,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.32,2,9,0.16022800000000001,0.34070355986147549,,2,11,0.16022800000000001,0.41641546205291452,,2,5,0.16022800000000001,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,0,10,0,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.33,2,9,0.16022800000000001,0.34070355986147549,,2,11,0.16022800000000001,0.41641546205291452,,2,5,0.16022800000000001,0.18927975547859749,,1,12,8.0114000000000005E-2,0.45427141314863401,,0,10,0,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.34,1,9,8.0114000000000005E-2,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,2,5,0.16022800000000001,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,2,3,0.16022800000000001,0.1135678532871585,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.35,2,9,0.16022800000000001,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,2,5,0.16022800000000001,0.18927975547859749,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,3,8.0114000000000005E-2,0.1135678532871585,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,6,8.0114000000000005E-2,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.36,2,9,0.16022800000000001,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,12,8.0114000000000005E-2,0.45427141314863401,,0,10,0,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,6,8.0114000000000005E-2,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.37,2,9,0.16022800000000001,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,2,5,0.16022800000000001,0.18927975547859749,,1,12,8.0114000000000005E-2,0.45427141314863401,,0,10,0,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,3,8.0114000000000005E-2,0.1135678532871585,,2,10,0.16022800000000001,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.38,2,9,0.16022800000000001,0.34070355986147549,,2,11,0.16022800000000001,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,2,11,0.16022800000000001,0.41641546205291452,,0,10,0,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,3,8.0114000000000005E-2,0.1135678532871585,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.39,2,9,0.16022800000000001,0.34070355986147549,,2,11,0.16022800000000001,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,12,8.0114000000000005E-2,0.45427141314863401,,0,10,0,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,0,4,0,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.40,2,9,0.16022800000000001,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,2,11,0.16022800000000001,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,2,10,0.16022800000000001,0.37855951095719498,,1,7,8.0114000000000005E-2,0.26499165767003652,,6,7,0.480684,0.26499165767003652
0.41,1,9,8.0114000000000005E-2,0.34070355986147549,,2,10,0.16022800000000001,0.37855951095719498,,2,5,0.16022800000000001,0.18927975547859749,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,10,8.0114000000000005E-2,0.37855951095719498,,9,10,0.72102600000000006,0.37855951095719498,,1,3,8.0114000000000005E-2,0.1135678532871585,,2,10,0.16022800000000001,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.42,1,9,8.0114000000000005E-2,0.34070355986147549,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,10,8.0114000000000005E-2,0.37855951095719498,,11,12,0.88125400000000009,0.45427141314863401,,0,4,0,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.43,2,9,0.16022800000000001,0.34070355986147549,,2,12,0.16022800000000001,0.45427141314863401,,0,5,0,0.18927975547859749,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,10,8.0114000000000005E-2,0.37855951095719498,,11,12,0.88125400000000009,0.45427141314863401,,0,4,0,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.44,1,10,8.0114000000000005E-2,0.37855951095719498,,1,11,8.0114000000000005E-2,0.41641546205291452,,0,5,0,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,2,4,0.16022800000000001,0.151423804382878,,0,10,0,0.37855951095719498,,0,7,0,0.26499165767003652,,6,7,0.480684,0.26499165767003652
0.45,2,9,0.16022800000000001,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,0,12,0,0.45427141314863401,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,0,4,0,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.46,2,9,0.16022800000000001,0.34070355986147549,,1,12,8.0114000000000005E-2,0.45427141314863401,,0,5,0,0.18927975547859749,,2,11,0.16022800000000001,0.41641546205291452,,0,10,0,0.37855951095719498,,11,12,0.88125400000000009,0.45427141314863401,,1,4,8.0114000000000005E-2,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,7,8.0114000000000005E-2,0.26499165767003652,,6,7,0.480684,0.26499165767003652
0.47,2,9,0.16022800000000001,0.34070355986147549,,2,11,0.16022800000000001,0.41641546205291452,,1,6,8.0114000000000005E-2,0.227135706574317,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,0,4,0,0.151423804382878,,2,10,0.16022800000000001,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.48,2,9,0.16022800000000001,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,7,0,0.26499165767003652,,6,7,0.480684,0.26499165767003652
0.49,2,9,0.16022800000000001,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,0,11,0,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,7,0,0.26499165767003652,,6,7,0.480684,0.26499165767003652
0.50,1,9,8.0114000000000005E-2,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,2,12,0.16022800000000001,0.45427141314863401,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,2,4,0.16022800000000001,0.151423804382878,,0,10,0,0.37855951095719498,,0,6,0,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.51,2,9,0.16022800000000001,0.34070355986147549,,2,11,0.16022800000000001,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,0,4,0,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,7,8.0114000000000005E-2,0.26499165767003652,,6,7,0.480684,0.26499165767003652
0.52,2,9,0.16022800000000001,0.34070355986147549,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,11,12,0.88125400000000009,0.45427141314863401,,1,4,8.0114000000000005E-2,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,7,0,0.26499165767003652,,6,7,0.480684,0.26499165767003652
0.53,2,9,0.16022800000000001,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,2,5,0.16022800000000001,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,3,8.0114000000000005E-2,0.1135678532871585,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,6,8.0114000000000005E-2,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.54,2,9,0.16022800000000001,0.34070355986147549,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,2,11,0.16022800000000001,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,3,8.0114000000000005E-2,0.1135678532871585,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,6,8.0114000000000005E-2,0.227135706574317,,5,6,0.40057000000000004,0.227135706574317
0.55,1,10,8.0114000000000005E-2,0.37855951095719498,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,3,8.0114000000000005E-2,0.1135678532871585,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,7,8.0114000000000005E-2,0.26499165767003652,,6,7,0.480684,0.26499165767003652
0.56,1,10,8.0114000000000005E-2,0.37855951095719498,,1,11,8.0114000000000005E-2,0.41641546205291452,,2,5,0.16022800000000001,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,10,11,0.80114000000000007,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,7,0,0.26499165767003652,,6,7,0.480684,0.26499165767003652
