epoch,accuracy,loss,val_accuracy,val_loss
0,0.4166666567325592,1.308779001235962,0.5833333134651184,0.850963830947876
1,0.5555555820465088,0.9944784641265869,0.7222222089767456,0.7268304824829102
2,0.7013888955116272,0.7860564589500427,0.7777777910232544,0.5392212867736816
3,0.7569444179534912,0.5810399651527405,0.7222222089767456,0.6054232716560364
4,0.7569444179534912,0.5372565388679504,0.8055555820465088,0.476055771112442
5,0.7986111044883728,0.45584332942962646,0.7777777910232544,0.7625601887702942
6,0.8472222089767456,0.3856910467147827,0.9166666865348816,0.1794317066669464
7,0.9444444179534912,0.19404514133930206,0.9722222089767456,0.07065464556217194
8,0.9583333134651184,0.1376696228981018,0.9722222089767456,0.0434318445622921
9,0.9791666865348816,0.08564090728759766,0.9444444179534912,0.12379009276628494
10,0.9791666865348816,0.05646650493144989,0.9722222089767456,0.0509626641869545
11,0.9583333134651184,0.12058769166469574,0.9444444179534912,0.16395817697048187
12,0.9236111044883728,0.23163416981697083,0.8055555820465088,0.7986841797828674
13,0.8611111044883728,0.4305610656738281,0.8333333134651184,0.3569077253341675
14,0.9583333134651184,0.14173364639282227,1.0,0.09556403756141663
15,0.9652777910232544,0.09513011574745178,0.9722222089767456,0.04788294807076454
16,0.9861111044883728,0.030052848160266876,1.0,0.01773158460855484
17,0.9861111044883728,0.02755909413099289,1.0,0.0037551592104136944
18,1.0,0.01473988126963377,1.0,0.008751190267503262
19,1.0,0.00610716175287962,1.0,0.0019148848950862885
20,1.0,0.005643913988023996,1.0,0.002355500590056181
21,1.0,0.002830805256962776,1.0,0.0009059173171408474
22,1.0,0.0022081283386796713,1.0,0.0006921988679096103
23,1.0,0.0017666011117398739,1.0,0.0005970501806586981
24,1.0,0.0014760082121938467,1.0,0.0005347902770154178
25,1.0,0.002859654137864709,1.0,0.001158358994871378
26,0.9861111044883728,0.038244813680648804,0.8333333134651184,1.2147164344787598
27,0.9097222089767456,0.3735107183456421,0.9166666865348816,0.2983812093734741
28,0.9236111044883728,0.21102046966552734,0.8888888955116272,0.291126549243927
29,0.9652777910232544,0.10471980273723602,0.9722222089767456,0.08297615498304367
30,0.9791666865348816,0.06127827614545822,1.0,0.07562680542469025
31,0.9652777910232544,0.11075350642204285,0.9722222089767456,0.0663781464099884
32,0.8888888955116272,0.3316631615161896,0.9166666865348816,0.29625049233436584
33,0.8194444179534912,0.48389604687690735,0.9444444179534912,0.26981595158576965
34,0.9236111044883728,0.13063457608222961,1.0,0.013212261721491814
35,0.9722222089767456,0.07382599264383316,1.0,0.003055895445868373
36,0.9930555820465088,0.01489649061113596,1.0,0.002963334321975708
37,0.9930555820465088,0.041341330856084824,0.9722222089767456,0.032910946756601334
38,1.0,0.008030897006392479,0.9722222089767456,0.0703136995434761
39,0.9722222089767456,0.09429308772087097,1.0,0.001379864988848567
40,0.8819444179534912,0.49084144830703735,0.7777777910232544,0.6465647220611572
41,0.9166666865348816,0.31426626443862915,0.8611111044883728,0.2608015835285187
42,0.9513888955116272,0.13963212072849274,1.0,0.026821792125701904
43,0.9861111044883728,0.06640557944774628,1.0,0.02274782769382
44,0.9930555820465088,0.04487977921962738,1.0,0.025350918993353844
45,0.9930555820465088,0.02824319340288639,1.0,0.007857169955968857
46,0.9861111044883728,0.06448846310377121,1.0,0.004643268417567015
47,1.0,0.012346182949841022,1.0,0.002476900815963745
48,1.0,0.008925588801503181,1.0,0.0027647551614791155
49,0.9930555820465088,0.05914227291941643,1.0,0.0017898248042911291
50,0.9930555820465088,0.0447399877011776,1.0,0.0025363359600305557
51,0.9930555820465088,0.03172891587018967,1.0,0.0031855455599725246
52,0.9930555820465088,0.02116401307284832,1.0,0.001446819631382823
53,0.9930555820465088,0.030307862907648087,1.0,0.001392287784256041
54,0.9861111044883728,0.043166402727365494,1.0,0.0024432821664959192
55,0.9930555820465088,0.029804252088069916,1.0,0.0014721653424203396
56,0.9791666865348816,0.049380093812942505,0.9722222089767456,0.21406255662441254
57,0.9513888955116272,0.15973038971424103,0.9722222089767456,0.05961565300822258
58,0.9375,0.21750038862228394,0.9722222089767456,0.18463918566703796
59,0.9166666865348816,0.2746827006340027,0.8888888955116272,0.46187108755111694
60,0.9444444179534912,0.24489277601242065,1.0,0.065773144364357
61,1.0,0.032110247761011124,1.0,0.004460857715457678
62,1.0,0.008045509457588196,1.0,0.0018041657749563456
63,1.0,0.003070092061534524,1.0,0.0016218959353864193
64,1.0,0.0018066322663798928,1.0,0.0018741028616204858
65,1.0,0.0016508909175172448,1.0,0.0017930221511051059
66,1.0,0.0013301388826221228,1.0,0.0015555082354694605
67,1.0,0.0012612915597856045,1.0,0.0013503609225153923
68,1.0,0.0015519007574766874,1.0,0.0011193867539986968
