epoch,accuracy,loss,val_accuracy,val_loss
0,0.4583333432674408,1.3137351274490356,0.3611111044883728,1.0074326992034912
1,0.5416666865348816,0.9467206597328186,0.6666666865348816,0.8207943439483643
2,0.7152777910232544,0.7225950360298157,0.6944444179534912,0.6679660677909851
3,0.7569444179534912,0.5756380558013916,0.7777777910232544,0.6024308800697327
4,0.7638888955116272,0.6534754633903503,0.6944444179534912,0.6765804290771484
5,0.7708333134651184,0.5935633182525635,0.8055555820465088,0.5501507520675659
6,0.8263888955116272,0.43901941180229187,0.8611111044883728,0.2726456820964813
7,0.8680555820465088,0.2724572420120239,0.8611111044883728,0.255241334438324
8,0.9236111044883728,0.18794400990009308,0.8888888955116272,0.1594044417142868
9,0.9583333134651184,0.12931805849075317,0.8888888955116272,0.2362108826637268
10,0.9444444179534912,0.21057739853858948,0.9444444179534912,0.16560110449790955
11,0.9513888955116272,0.11183510720729828,0.8888888955116272,0.23454393446445465
12,0.9305555820465088,0.28013870120048523,1.0,0.03275950253009796
13,0.9722222089767456,0.12437894940376282,0.9722222089767456,0.06536877155303955
14,0.9791666865348816,0.05185793340206146,1.0,0.01936511881649494
15,0.9513888955116272,0.19908271729946136,0.9444444179534912,0.29864823818206787
16,0.9583333134651184,0.12151376157999039,0.9444444179534912,0.3066052198410034
17,0.9791666865348816,0.07524172216653824,1.0,0.027133816853165627
18,0.9861111044883728,0.03289174661040306,1.0,0.06053387373685837
19,1.0,0.019093552604317665,1.0,0.0028552578296512365
20,0.9583333134651184,0.060513708740472794,1.0,0.008697522804141045
21,0.9444444179534912,0.18050867319107056,0.6666666865348816,1.6235277652740479
22,0.9236111044883728,0.2703850567340851,0.9444444179534912,0.21917401254177094
23,0.9583333134651184,0.14939521253108978,0.9444444179534912,0.1392575055360794
24,0.9722222089767456,0.09897203743457794,0.9444444179534912,0.2608340084552765
25,0.9930555820465088,0.043114110827445984,1.0,0.00898067094385624
26,0.9930555820465088,0.029484348371624947,1.0,0.010752257890999317
27,0.9652777910232544,0.12468978762626648,0.9722222089767456,0.15888136625289917
28,0.9444444179534912,0.1920514702796936,0.9166666865348816,0.13882207870483398
29,0.9652777910232544,0.1380869299173355,1.0,0.019891155883669853
30,0.9444444179534912,0.16983704268932343,0.8888888955116272,0.37031883001327515
31,0.9722222089767456,0.08135488629341125,0.9722222089767456,0.055129408836364746
32,0.9652777910232544,0.10317918658256531,0.9444444179534912,0.1262831687927246
33,0.9722222089767456,0.10480669140815735,1.0,0.010221598669886589
34,0.9861111044883728,0.029189590364694595,0.9722222089767456,0.1700865924358368
35,0.9791666865348816,0.08288519084453583,1.0,0.0056185247376561165
36,0.9861111044883728,0.03650030493736267,0.9722222089767456,0.1595974564552307
37,0.9583333134651184,0.12949267029762268,0.9444444179534912,0.2756311893463135
38,0.9722222089767456,0.12156931310892105,1.0,0.006578576285392046
39,0.9930555820465088,0.020419182255864143,1.0,0.007531681098043919
40,0.9930555820465088,0.018250100314617157,1.0,0.00368742598220706
41,0.9722222089767456,0.07281580567359924,1.0,0.022892799228429794
42,0.9861111044883728,0.05437225103378296,1.0,0.0037379413843154907
43,0.9861111044883728,0.04724545776844025,1.0,0.005310265813022852
44,0.9861111044883728,0.021182121708989143,1.0,0.0024002580903470516
45,1.0,0.007686225231736898,1.0,0.00181926554068923
46,1.0,0.0025707052554935217,1.0,0.0013733581872656941
47,1.0,0.002076800912618637,1.0,0.0011779896449297667
48,1.0,0.0019485843367874622,1.0,0.001036044443026185
49,1.0,0.0017720074392855167,1.0,0.0009286842541769147
50,1.0,0.0017905349377542734,1.0,0.0008206700440496206
51,1.0,0.0017249253578484058,1.0,0.0007383477641269565
52,1.0,0.0012120091123506427,1.0,0.0006724265986122191
53,1.0,0.0013104832032695413,1.0,0.0006230156868696213
54,1.0,0.0013129764702171087,1.0,0.0005793177406303585
55,1.0,0.0010631870245561004,1.0,0.0005416851490736008
56,1.0,0.0010441928170621395,1.0,0.0005101885180920362
57,1.0,0.0010282942093908787,1.0,0.00048215268179774284
58,1.0,0.0008920255349949002,1.0,0.0004579016240313649
59,1.0,0.0009567581582814455,1.0,0.00043413660023361444
60,1.0,0.000904697400983423,1.0,0.00041150953620672226
61,1.0,0.0007877178722992539,1.0,0.00039279693737626076
62,1.0,0.000925639527849853,1.0,0.00037041815812699497
63,1.0,0.0008185336482711136,1.0,0.0003536673029884696
64,1.0,0.0007209673058241606,1.0,0.0003385573218110949
65,1.0,0.0006689716828987002,1.0,0.00032343051861971617
66,1.0,0.0007244426524266601,1.0,0.0003099418827332556
67,1.0,0.0006312835612334311,1.0,0.00029746597283519804
68,1.0,0.0006180144846439362,1.0,0.00028600942459888756
69,1.0,0.0006449765060096979,1.0,0.0002749896375462413
70,1.0,0.0005531873321160674,1.0,0.00026378760230727494
71,1.0,0.0005756705068051815,1.0,0.00025424727937206626
72,1.0,0.0004438043397385627,1.0,0.00024590190150775015
73,1.0,0.0004998681251890957,1.0,0.00023845030227676034
74,1.0,0.0006037555867806077,1.0,0.00023048889124765992
75,1.0,0.0005715423030778766,1.0,0.00022208044538274407
76,1.0,0.0004518811765592545,1.0,0.00021495303371921182
77,1.0,0.00044389121467247605,1.0,0.00020849423890467733
78,1.0,0.00047967370483092964,1.0,0.0002027570881182328
79,1.0,0.0004014784062746912,1.0,0.0001975594786927104
80,1.0,0.0004413085407577455,1.0,0.00019208044977858663
81,1.0,0.0004719232383649796,1.0,0.0001861808996181935
82,1.0,0.0004080836079083383,1.0,0.00018070510122925043
83,1.0,0.0006875761318951845,1.0,0.00017785806267056614
84,1.0,0.0003715412167366594,1.0,0.00017460371600463986
85,1.0,0.0004009608819615096,1.0,0.00017026012938003987
86,1.0,0.00034463597694411874,1.0,0.00016590986342635006
87,1.0,0.0003280288656242192,1.0,0.00016185754793696105
88,1.0,0.0003384931187611073,1.0,0.000157729082275182
89,1.0,0.00039705834933556616,1.0,0.00015337874356191605
90,1.0,0.00032685883343219757,1.0,0.00014887277211528271
91,1.0,0.0003335712244734168,1.0,0.0001449296105420217
92,1.0,0.00030931239598430693,1.0,0.00014130094496067613
93,1.0,0.0003842030419036746,1.0,0.0001377087173750624
94,1.0,0.00027610152028501034,1.0,0.00013454687723424286
95,1.0,0.0002946918539237231,1.0,0.00013153730833437294
96,1.0,0.0002543549635447562,1.0,0.00012892835366073996
97,1.0,0.00029956127400510013,1.0,0.00012618362961802632
98,1.0,0.00027570207021199167,1.0,0.00012348193558864295
99,1.0,0.000261804525507614,1.0,0.00012104512279620394
