
,1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,6,,,,,7,,,,,8,,,,,9,,,,,10,,,
,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis
0.01,1,11,8.0114000000000005E-2,0.41641546205291452,,2,3,0.16022800000000001,0.1135678532871585,,2,7,0.16022800000000001,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,14,8.0114000000000005E-2,0.52998331534007304,,1,13,8.0114000000000005E-2,0.49212736424435349,,1,7,8.0114000000000005E-2,0.26499165767003652,,0,12,0,0.45427141314863401,,2,9,0.16022800000000001,0.34070355986147549,,0,16,0,0.60569521753151201
0.02,1,11,8.0114000000000005E-2,0.41641546205291452,,3,4,0.240342,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,0,12,0,0.45427141314863401,,1,14,8.0114000000000005E-2,0.52998331534007304,,1,13,8.0114000000000005E-2,0.49212736424435349,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,9,8.0114000000000005E-2,0.34070355986147549,,0,16,0,0.60569521753151201
0.03,2,10,0.16022800000000001,0.37855951095719498,,2,3,0.16022800000000001,0.1135678532871585,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,2,14,0.16022800000000001,0.52998331534007304,,0,13,0,0.49212736424435349,,1,7,8.0114000000000005E-2,0.26499165767003652,,0,11,0,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,16,0,0.60569521753151201
0.04,1,12,8.0114000000000005E-2,0.45427141314863401,,3,4,0.240342,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,14,8.0114000000000005E-2,0.52998331534007304,,1,13,8.0114000000000005E-2,0.49212736424435349,,0,7,0,0.26499165767003652,,0,11,0,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,16,0,0.60569521753151201
0.05,1,11,8.0114000000000005E-2,0.41641546205291452,,3,4,0.240342,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,14,8.0114000000000005E-2,0.52998331534007304,,1,13,8.0114000000000005E-2,0.49212736424435349,,0,7,0,0.26499165767003652,,0,11,0,0.41641546205291452,,1,9,8.0114000000000005E-2,0.34070355986147549,,0,16,0,0.60569521753151201
0.06,0,12,0,0.45427141314863401,,3,4,0.240342,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,14,8.0114000000000005E-2,0.52998331534007304,,0,12,0,0.45427141314863401,,0,7,0,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,9,8.0114000000000005E-2,0.34070355986147549,,1,16,8.0114000000000005E-2,0.60569521753151201
0.070000,1,11,8.0114000000000005E-2,0.41641546205291452,,2,3,0.16022800000000001,0.1135678532871585,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,2,14,0.16022800000000001,0.52998331534007304,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,8,8.0114000000000005E-2,0.302847608765756,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,16,8.0114000000000005E-2,0.60569521753151201
0.08,1,11,8.0114000000000005E-2,0.41641546205291452,,2,3,0.16022800000000001,0.1135678532871585,,2,7,0.16022800000000001,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,2,14,0.16022800000000001,0.52998331534007304,,0,13,0,0.49212736424435349,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,16,0,0.60569521753151201
0.09,1,11,8.0114000000000005E-2,0.41641546205291452,,2,3,0.16022800000000001,0.1135678532871585,,2,7,0.16022800000000001,0.26499165767003652,,0,12,0,0.45427141314863401,,2,14,0.16022800000000001,0.52998331534007304,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,7,8.0114000000000005E-2,0.26499165767003652,,0,11,0,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,16,8.0114000000000005E-2,0.60569521753151201
0.10,1,11,8.0114000000000005E-2,0.41641546205291452,,2,3,0.16022800000000001,0.1135678532871585,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,2,14,0.16022800000000001,0.52998331534007304,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,7,8.0114000000000005E-2,0.26499165767003652,,0,11,0,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,16,0,0.60569521753151201
0.11,1,11,8.0114000000000005E-2,0.41641546205291452,,2,3,0.16022800000000001,0.1135678532871585,,2,7,0.16022800000000001,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,2,14,0.16022800000000001,0.52998331534007304,,1,13,8.0114000000000005E-2,0.49212736424435349,,1,7,8.0114000000000005E-2,0.26499165767003652,,0,11,0,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,16,8.0114000000000005E-2,0.60569521753151201
0.12,2,11,0.16022800000000001,0.41641546205291452,,3,4,0.240342,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,2,14,0.16022800000000001,0.52998331534007304,,1,12,8.0114000000000005E-2,0.45427141314863401,,0,7,0,0.26499165767003652,,0,11,0,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,15,8.0114000000000005E-2,0.56783926643579252
0.13,2,11,0.16022800000000001,0.41641546205291452,,3,4,0.240342,0.151423804382878,,2,7,0.16022800000000001,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,2,14,0.16022800000000001,0.52998331534007304,,1,12,8.0114000000000005E-2,0.45427141314863401,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,1,15,8.0114000000000005E-2,0.56783926643579252
0.14,0,11,0,0.41641546205291452,,3,4,0.240342,0.151423804382878,,2,7,0.16022800000000001,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,2,14,0.16022800000000001,0.52998331534007304,,0,13,0,0.49212736424435349,,0,7,0,0.26499165767003652,,0,11,0,0.41641546205291452,,1,10,8.0114000000000005E-2,0.37855951095719498,,0,16,0,0.60569521753151201
