epoch,accuracy,loss,val_accuracy,val_loss
0,0.4444444477558136,1.1589592695236206,0.4722222089767456,0.8599240779876709
1,0.5486111044883728,0.9191474914550781,0.5555555820465088,0.741066575050354
2,0.6041666865348816,0.74184250831604,0.8055555820465088,0.4938192367553711
3,0.8680555820465088,0.37135112285614014,0.8888888955116272,0.26241111755371094
4,0.8888888955116272,0.330842524766922,0.8888888955116272,0.23861050605773926
5,0.9027777910232544,0.24996383488178253,0.9444444179534912,0.1729019433259964
6,0.9305555820465088,0.2236582636833191,0.9444444179534912,0.2274036407470703
7,0.9236111044883728,0.21848708391189575,0.9722222089767456,0.0999874547123909
8,0.875,0.2641494572162628,0.9166666865348816,0.20877978205680847
9,0.9375,0.17772410809993744,0.8611111044883728,0.6158186793327332
10,0.9583333134651184,0.18997450172901154,0.9166666865348816,0.25661078095436096
11,0.9583333134651184,0.12261610478162766,0.9444444179534912,0.1749555766582489
12,0.9444444179534912,0.18242456018924713,0.7222222089767456,0.9676621556282043
13,0.9305555820465088,0.19107045233249664,0.9722222089767456,0.08473709225654602
14,0.9652777910232544,0.09461561590433121,1.0,0.02181541919708252
15,0.9444444179534912,0.19647091627120972,0.9444444179534912,0.2792871296405792
16,0.9722222089767456,0.0852682814002037,1.0,0.04218533635139465
17,0.9930555820465088,0.026710771024227142,1.0,0.0033866753801703453
18,0.9930555820465088,0.02153567224740982,1.0,0.0035621197894215584
19,0.9930555820465088,0.009084540419280529,1.0,0.021393369883298874
20,0.9930555820465088,0.015381299890577793,0.9166666865348816,0.5067169666290283
21,0.9861111044883728,0.06433764845132828,1.0,0.001153632183559239
22,0.9583333134651184,0.1488688737154007,0.9166666865348816,0.34532639384269714
23,0.8333333134651184,0.5440409183502197,1.0,0.0368330143392086
24,0.9583333134651184,0.22386090457439423,0.9722222089767456,0.10787227004766464
25,0.9722222089767456,0.09086520969867706,1.0,0.00839747954159975
26,0.9930555820465088,0.020832763984799385,1.0,0.0036764938849955797
27,0.9861111044883728,0.041644904762506485,0.9722222089767456,0.0728766992688179
28,0.9861111044883728,0.053406257182359695,1.0,0.001368535915389657
29,0.9930555820465088,0.023441681638360023,1.0,0.00196823594160378
30,0.9722222089767456,0.10416492819786072,0.9166666865348816,0.3253685235977173
31,0.9513888955116272,0.12896190583705902,1.0,0.004737846553325653
32,0.9861111044883728,0.026833485811948776,1.0,0.00283817364834249
33,0.9930555820465088,0.04916476458311081,1.0,0.0017707786755636334
