1,16,16,17,17,17,16,18,18,18,17
2,16,15,17,17,17,15,18,19,18,18
3,17,15,17,17,16,16,19,20,19,18
4,17,15,17,17,17,17,19,19,17,17
5,17,16,18,17,18,17,19,19,17,17
6,17,16,18,17,18,16,19,19,19,17
7,17,15,17,17,16,16,19,19,18,18
8,17,15,17,16,16,16,19,20,18,18
9,17,16,17,16,17,16,19,20,17,17
10,18,16,18,17,18,17,19,19,18,18
11,16,15,18,18,18,17,18,19,18,18
12,17,16,17,17,17,16,18,18,17,19
13,17,16,17,16,16,16,19,19,19,18
14,18,16,18,16,17,16,19,19,17,18
15,18,16,18,17,18,17,19,19,17,17
16,17,15,18,17,18,16,18,19,18,17
17,17,15,17,16,17,16,19,20,18,18
18,18,15,17,16,16,16,20,20,18,18
19,18,16,18,16,16,17,19,20,17,17
20,18,16,18,18,18,17,19,20,17,17
21,18,15,17,18,18,17,18,19,17,17
22,16,15,17,17,17,16,18,19,18,18
23,17,15,17,16,17,16,20,20,19,18
24,18,16,18,17,17,17,19,20,18,17
25,18,16,18,17,17,17,19,20,18,18
26,17,16,17,17,17,16,19,19,18,17
27,17,15,17,17,17,16,19,19,18,18
28,17,15,17,17,17,16,19,19,18,17
29,17,16,17,16,16,16,20,20,17,17
30,17,16,18,17,18,17,19,19,17,17
31,17,16,17,17,17,16,19,19,18,17
32,16,15,17,17,17,16,19,19,18,17
33,16,15,17,16,16,16,19,19,18,18
34,18,16,17,17,17,16,19,20,18,17
35,18,16,17,16,17,17,19,19,16,17
36,18,15,17,17,17,16,18,19,18,17
37,16,15,17,17,17,16,19,19,18,18
38,17,15,17,17,16,16,19,20,18,18
39,17,16,17,17,16,16,20,20,18,17
40,17,16,18,17,18,17,19,20,17,17
41,17,15,18,17,18,16,19,20,18,18
42,17,15,16,17,17,16,19,19,18,18
43,17,15,17,16,17,16,19,19,18,18
44,17,16,17,16,16,17,20,20,17,17
45,17,16,18,17,18,17,19,19,17,17
46,16,15,18,17,17,16,19,19,17,17
47,16,16,17,17,17,16,19,19,18,18
48,17,15,18,16,17,16,19,20,17,18
49,17,16,18,16,17,17,19,20,17,17
50,18,16,18,17,17,17,19,19,17,17
51,17,15,18,18,18,16,19,19,19,17
52,16,14,17,17,17,16,19,19,19,18
53,16,15,18,16,17,17,20,20,18,18
54,17,16,18,16,17,16,19,20,17,17
55,18,15,18,17,17,16,18,19,18,17
56,18,15,18,17,17,17,19,19,18,17
57,17,15,17,17,17,16,19,19,19,18
58,17,15,18,16,17,16,20,19,19,17
59,17,16,17,17,17,16,20,20,18,17
60,17,15,18,17,18,16,19,20,17,17
61,17,16,17,17,17,16,19,19,18,18
62,16,15,17,16,17,16,19,19,18,18
63,16,15,18,16,17,16,20,20,18,18
64,17,15,18,16,17,16,19,20,17,17
65,18,16,19,17,18,16,19,19,18,17
66,17,15,18,17,18,17,19,19,18,18
67,17,15,17,17,17,16,18,19,18,18
68,17,15,17,16,16,16,19,20,18,18
69,17,15,18,16,16,17,20,20,17,17
70,18,15,18,16,17,17,19,20,17,17
71,17,15,18,17,18,17,19,19,18,17
72,16,15,17,17,17,16,19,19,19,18
73,18,15,17,16,17,17,20,20,18,18
74,18,16,18,16,17,17,19,19,17,17
75,18,16,18,17,17,17,19,19,17,17
76,18,15,17,17,18,17,19,19,18,17
77,16,15,17,16,17,16,18,19,19,18
78,17,16,17,16,17,17,19,20,17,18
79,17,16,18,16,18,17,19,20,17,17
80,18,16,18,16,18,17,19,19,18,17
81,18,15,18,17,18,17,18,19,18,17
82,17,15,17,17,17,16,19,19,19,17
83,17,15,17,16,17,16,20,20,19,18
84,17,16,18,16,17,17,19,20,17,17
85,17,16,17,17,17,18,19,19,18,18
86,17,16,18,17,17,17,18,19,18,18
87,17,14,17,16,17,17,19,20,19,18
88,17,15,17,16,17,17,20,20,18,18
89,17,16,17,16,17,17,19,20,18,17
90,18,16,18,16,18,17,19,20,18,17
91,16,16,17,17,18,17,19,19,18,18
92,16,15,17,17,16,17,20,19,18,18
93,17,15,17,16,17,16,20,20,17,18
94,17,15,18,16,18,17,19,19,17,17
95,17,16,18,17,18,17,19,19,18,17
96,17,15,19,17,18,17,18,19,18,18
97,16,15,17,17,17,16,19,20,19,18
98,17,15,18,16,17,16,20,20,18,18
99,17,16,17,16,17,17,20,20,18,17
100,18,16,18,17,17,17,19,19,17,17
101,16,16,18,17,18,16,19,19,18,17
102,16,15,17,17,16,16,20,19,19,18
103,17,15,17,16,16,16,20,19,18,19
104,17,16,18,16,17,17,20,20,17,17
105,18,16,18,17,18,17,19,19,18,17
106,17,16,17,17,17,17,19,19,19,17
107,17,16,17,17,16,16,19,19,19,18
108,16,15,16,16,16,17,20,20,18,17
109,17,16,18,17,17,17,20,20,17,17
110,17,15,18,17,18,17,19,19,17,17
111,17,15,18,17,18,17,20,18,18,18
112,16,15,17,17,17,17,20,19,18,18
113,17,15,17,16,17,16,20,19,18,18
114,18,16,17,17,17,18,20,19,18,18
115,17,16,17,17,18,16,20,19,18,17
116,17,15,17,17,18,16,19,19,18,17
117,17,15,17,16,17,17,19,19,18,18
118,17,15,18,16,17,17,20,19,18,18
119,18,16,18,16,18,17,20,20,17,18
120,17,16,18,17,17,17,20,20,18,18
121,17,16,18,17,17,18,19,19,18,17
122,16,15,17,16,17,16,19,19,19,19
123,17,16,17,16,17,16,20,20,18,18
124,17,16,18,16,17,17,20,20,17,18
125,17,16,18,17,17,17,19,19,17,17
126,17,15,18,17,17,17,19,19,18,17
127,17,15,17,16,17,17,19,19,19,19
128,17,15,18,16,17,16,21,19,18,17
129,17,15,17,16,17,17,20,19,18,17
130,17,16,18,17,18,17,19,19,17,16
131,17,15,18,17,18,17,19,19,18,18
132,16,15,17,16,17,17,20,20,18,18
133,17,15,17,16,17,16,20,20,18,18
134,17,16,18,16,18,17,20,20,17,17
135,18,16,18,17,17,17,20,20,17,17
