epoch,accuracy,loss,val_accuracy,val_loss
0,0.5416666865348816,0.9630756378173828,0.5277777910232544,0.8654005527496338
1,0.6666666865348816,0.7393743991851807,0.8333333134651184,0.49938616156578064
2,0.7847222089767456,0.5218661427497864,0.9722222089767456,0.14131635427474976
3,0.8541666865348816,0.3940299153327942,0.8888888955116272,0.5243106484413147
4,0.8402777910232544,0.3370722532272339,0.8333333134651184,0.32246625423431396
5,0.8888888955116272,0.33522945642471313,1.0,0.06183905154466629
6,0.9236111044883728,0.1765361875295639,0.8888888955116272,0.29936543107032776
7,0.9444444179534912,0.15055310726165771,0.9722222089767456,0.08545868843793869
8,0.9027777910232544,0.1978122442960739,1.0,0.048534419387578964
9,0.9583333134651184,0.09209617972373962,0.9722222089767456,0.05683808773756027
10,0.9513888955116272,0.12573787569999695,1.0,0.03531669080257416
11,0.9583333134651184,0.11943408846855164,1.0,0.005244296509772539
12,1.0,0.007721787318587303,1.0,0.003080714028328657
13,1.0,0.00522601418197155,1.0,0.0022819649893790483
14,1.0,0.0049421885050833225,1.0,0.0014393461169674993
15,1.0,0.0043272296898067,1.0,0.0011804497335106134
16,1.0,0.003571634879335761,1.0,0.0008381581283174455
17,1.0,0.0037452122196555138,1.0,0.0009359497926197946
18,0.9861111044883728,0.03579132258892059,1.0,0.005057905800640583
19,0.9930555820465088,0.026361964643001556,0.9444444179534912,0.15228022634983063
20,0.9791666865348816,0.11187689751386642,1.0,0.0022384682670235634
21,0.9722222089767456,0.06432344764471054,1.0,0.02273574471473694
22,0.9722222089767456,0.08814147859811783,1.0,0.0034035055432468653
23,1.0,0.014759470708668232,1.0,0.0021952795796096325
24,0.9930555820465088,0.012941929511725903,1.0,0.0016964272363111377
25,0.9861111044883728,0.024724099785089493,1.0,0.000953101844061166
26,1.0,0.003952199127525091,1.0,0.0015087001956999302
27,1.0,0.0031742749270051718,1.0,0.0008611992234364152
28,1.0,0.0020787736866623163,1.0,0.0005598661955446005
29,1.0,0.001840825891122222,1.0,0.000414825277402997
