
,1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,6,,,,,7,,,,,8,,,,,9,,,,,10,,,
,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis,,Vs_vol,Vs_dis,vol,dis
0.01,7,8,0.56079800000000002,0.302847608765756,,1,5,8.0114000000000005E-2,0.18927975547859749,,0,11,0,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,8,8.0114000000000005E-2,0.302847608765756,,2,12,0.16022800000000001,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,3,0.16022800000000001,0.1135678532871585,,1,16,8.0114000000000005E-2,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.02,7,8,0.56079800000000002,0.302847608765756,,1,4,8.0114000000000005E-2,0.151423804382878,,0,11,0,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,1,4,8.0114000000000005E-2,0.151423804382878,,1,15,8.0114000000000005E-2,0.56783926643579252,,14,15,1.121596,0.56783926643579252
0.03,6,7,0.480684,0.26499165767003652,,1,4,8.0114000000000005E-2,0.151423804382878,,0,11,0,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,1,4,8.0114000000000005E-2,0.151423804382878,,2,15,0.16022800000000001,0.56783926643579252,,14,15,1.121596,0.56783926643579252
0.04,5,6,0.40057000000000004,0.227135706574317,,1,5,8.0114000000000005E-2,0.18927975547859749,,0,11,0,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,8,8.0114000000000005E-2,0.302847608765756,,0,12,0,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,1,4,8.0114000000000005E-2,0.151423804382878,,2,15,0.16022800000000001,0.56783926643579252,,14,15,1.121596,0.56783926643579252
0.05,6,7,0.480684,0.26499165767003652,,1,4,8.0114000000000005E-2,0.151423804382878,,0,11,0,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,8,8.0114000000000005E-2,0.302847608765756,,1,11,8.0114000000000005E-2,0.41641546205291452,,10,11,0.80114000000000007,0.41641546205291452,,2,4,0.16022800000000001,0.151423804382878,,0,16,0,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.06,5,6,0.40057000000000004,0.227135706574317,,2,4,0.16022800000000001,0.151423804382878,,0,11,0,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,8,8.0114000000000005E-2,0.302847608765756,,0,11,0,0.41641546205291452,,10,11,0.80114000000000007,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,16,8.0114000000000005E-2,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.070000,5,6,0.40057000000000004,0.227135706574317,,1,5,8.0114000000000005E-2,0.18927975547859749,,0,11,0,0.41641546205291452,,2,4,0.16022800000000001,0.151423804382878,,1,8,8.0114000000000005E-2,0.302847608765756,,0,12,0,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,4,0.16022800000000001,0.151423804382878,,0,16,0,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.08,6,7,0.480684,0.26499165767003652,,1,5,8.0114000000000005E-2,0.18927975547859749,,0,11,0,0.41641546205291452,,2,4,0.16022800000000001,0.151423804382878,,1,8,8.0114000000000005E-2,0.302847608765756,,0,12,0,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,4,0.16022800000000001,0.151423804382878,,1,16,8.0114000000000005E-2,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.09,6,7,0.480684,0.26499165767003652,,0,4,0,0.151423804382878,,0,11,0,0.41641546205291452,,2,4,0.16022800000000001,0.151423804382878,,1,8,8.0114000000000005E-2,0.302847608765756,,1,12,8.0114000000000005E-2,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,1,4,8.0114000000000005E-2,0.151423804382878,,1,16,8.0114000000000005E-2,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.10,5,6,0.40057000000000004,0.227135706574317,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,0,4,0,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,0,12,0,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,4,0.16022800000000001,0.151423804382878,,1,16,8.0114000000000005E-2,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.11,6,7,0.480684,0.26499165767003652,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,4,0.16022800000000001,0.151423804382878,,0,16,0,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.12,6,7,0.480684,0.26499165767003652,,2,4,0.16022800000000001,0.151423804382878,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,0,8,0,0.302847608765756,,1,12,8.0114000000000005E-2,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,1,4,8.0114000000000005E-2,0.151423804382878,,1,16,8.0114000000000005E-2,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.13,6,7,0.480684,0.26499165767003652,,1,5,8.0114000000000005E-2,0.18927975547859749,,0,11,0,0.41641546205291452,,2,4,0.16022800000000001,0.151423804382878,,0,8,0,0.302847608765756,,0,12,0,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,1,4,8.0114000000000005E-2,0.151423804382878,,0,16,0,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.14,5,6,0.40057000000000004,0.227135706574317,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,0,12,0,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,4,0.16022800000000001,0.151423804382878,,0,16,0,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.15,6,7,0.480684,0.26499165767003652,,1,4,8.0114000000000005E-2,0.151423804382878,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,7,8.0114000000000005E-2,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,3,0.16022800000000001,0.1135678532871585,,0,16,0,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.16,6,7,0.480684,0.26499165767003652,,1,5,8.0114000000000005E-2,0.18927975547859749,,1,11,8.0114000000000005E-2,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,0,7,0,0.26499165767003652,,1,12,8.0114000000000005E-2,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,3,0.16022800000000001,0.1135678532871585,,1,16,8.0114000000000005E-2,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.17,6,7,0.480684,0.26499165767003652,,1,5,8.0114000000000005E-2,0.18927975547859749,,0,11,0,0.41641546205291452,,1,4,8.0114000000000005E-2,0.151423804382878,,1,8,8.0114000000000005E-2,0.302847608765756,,1,12,8.0114000000000005E-2,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,4,0.16022800000000001,0.151423804382878,,0,16,0,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
0.18,6,7,0.480684,0.26499165767003652,,0,5,0,0.18927975547859749,,0,11,0,0.41641546205291452,,0,4,0,0.151423804382878,,1,8,8.0114000000000005E-2,0.302847608765756,,0,12,0,0.45427141314863401,,11,12,0.88125400000000009,0.45427141314863401,,2,4,0.16022800000000001,0.151423804382878,,1,16,8.0114000000000005E-2,0.60569521753151201,,15,16,1.2017100000000001,0.60569521753151201
